orig_dataset	orig_entry	orig_label	dest_dataset	dest_entry	node	value
uniprot	O95977	S1PR4_HUMAN	ensembl_gene	ENSG00000125910	gene_high_level_expression_gtex6	Lung
uniprot	O95977	S1PR4_HUMAN	uniprot	O95977	protein_cellular_component_uniprot	plasma membrane
uniprot	O95977	S1PR4_HUMAN	uniprot	O95977	interaction_chembl_assay_existence_uniprot	Conf-score 9: Direct single protein target assigned
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL667	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL170	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL573	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL45	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL130	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL113	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL314854	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL3707247	compound_drug_indication_mesh_chembl	Infections
uniprot	O95977	S1PR4_HUMAN	uniprot	O95977	structure_data_existence_uniprot	Proteins with structure data
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL667	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL548	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL170	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL573	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL477	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL45	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL130	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL253582	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL232202	compound_drug_development_phase_chembl	2: Efficacy
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL96	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL15245	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL1162496	compound_drug_development_phase_chembl	1: PK tolerability
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL113	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL19224	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL171679	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL6466	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL310671	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL186141	compound_drug_development_phase_chembl	3: Safety & Efficacy
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL364713	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL314854	compound_drug_development_phase_chembl	4: Indication Discovery & expansion
uniprot	O95977	S1PR4_HUMAN	chembl_compound	CHEMBL3358920	compound_drug_development_phase_chembl	3: Safety & Efficacy
